nct_id,category,race/ethnicity,title,units,param_type,start_date,brief_title,official_title,overall_status,phase,enrollment_type,id,intervention_type,drug,enrollment,number_of_arms,year,param_value
NCT00448760,Not Hispanic or Latino,White/ White Heritage,Ethnicity (NIH/OMB),Participants,Count of Participants,2004-10-31,Combination Chemotherapy in Treating Patients With Previously Untreated Stage II or Stage III Esophageal Cancer That Can Be Removed By Surgery,"A Nonrandomized Phase II Study: Feasibility and Outcome of Neo Adjuvant Chemotherapy With Oxaliplatin, Fluorodeoxyuridine (FUdR), Taxotere and Leucovorin in the Treatment of Previously Untreated Advanced Esophago-Gastric Carcinoma",Completed,Phase 2,Actual,40728055,Drug,docetaxel,29,1,2004,22
NCT00448760,Unknown or Not Reported,Unknown or Not Reported,Ethnicity (NIH/OMB),Participants,Count of Participants,2004-10-31,Combination Chemotherapy in Treating Patients With Previously Untreated Stage II or Stage III Esophageal Cancer That Can Be Removed By Surgery,"A Nonrandomized Phase II Study: Feasibility and Outcome of Neo Adjuvant Chemotherapy With Oxaliplatin, Fluorodeoxyuridine (FUdR), Taxotere and Leucovorin in the Treatment of Previously Untreated Advanced Esophago-Gastric Carcinoma",Completed,Phase 2,Actual,40728055,Drug,docetaxel,29,1,2004,0
NCT00448760,Unknown or Not Reported,Unknown or Not Reported,Race (NIH/OMB),Participants,Count of Participants,2004-10-31,Combination Chemotherapy in Treating Patients With Previously Untreated Stage II or Stage III Esophageal Cancer That Can Be Removed By Surgery,"A Nonrandomized Phase II Study: Feasibility and Outcome of Neo Adjuvant Chemotherapy With Oxaliplatin, Fluorodeoxyuridine (FUdR), Taxotere and Leucovorin in the Treatment of Previously Untreated Advanced Esophago-Gastric Carcinoma",Completed,Phase 2,Actual,40728055,Drug,docetaxel,29,1,2004,0
NCT00448760,White,White/ White Heritage,Race (NIH/OMB),Participants,Count of Participants,2004-10-31,Combination Chemotherapy in Treating Patients With Previously Untreated Stage II or Stage III Esophageal Cancer That Can Be Removed By Surgery,"A Nonrandomized Phase II Study: Feasibility and Outcome of Neo Adjuvant Chemotherapy With Oxaliplatin, Fluorodeoxyuridine (FUdR), Taxotere and Leucovorin in the Treatment of Previously Untreated Advanced Esophago-Gastric Carcinoma",Completed,Phase 2,Actual,40728055,Drug,docetaxel,29,1,2004,26
NCT00460031,American Indian or Alaska Native,American Indian/ Alaska Native,Race (NIH/OMB),Participants,Count of Participants,2006-09-01,Treating Patients With Prostate Cancer That Did Not Respond to Hormone Therapy,Phase II Trial to Assess the Activity of Ketoconazole Plus Lenalidomide in Patients With Prostate Cancer Progressive After Androgen Deprivation,Completed,Phase 2,Actual,40733968,Drug,lenalidomide,34,1,2006,0
NCT00460031,Asian,Asian/ Asian Heritage,Race (NIH/OMB),Participants,Count of Participants,2006-09-01,Treating Patients With Prostate Cancer That Did Not Respond to Hormone Therapy,Phase II Trial to Assess the Activity of Ketoconazole Plus Lenalidomide in Patients With Prostate Cancer Progressive After Androgen Deprivation,Completed,Phase 2,Actual,40733968,Drug,lenalidomide,34,1,2006,0
NCT00460031,Black or African American,Black/ Black Heritage,Race (NIH/OMB),Participants,Count of Participants,2006-09-01,Treating Patients With Prostate Cancer That Did Not Respond to Hormone Therapy,Phase II Trial to Assess the Activity of Ketoconazole Plus Lenalidomide in Patients With Prostate Cancer Progressive After Androgen Deprivation,Completed,Phase 2,Actual,40733968,Drug,lenalidomide,34,1,2006,3
NCT00460031,Hispanic or Latino,Hispanic/ Latino,Ethnicity (NIH/OMB),Participants,Count of Participants,2006-09-01,Treating Patients With Prostate Cancer That Did Not Respond to Hormone Therapy,Phase II Trial to Assess the Activity of Ketoconazole Plus Lenalidomide in Patients With Prostate Cancer Progressive After Androgen Deprivation,Completed,Phase 2,Actual,40733968,Drug,lenalidomide,34,1,2006,0
NCT00460031,More than one race,Mixed,Race (NIH/OMB),Participants,Count of Participants,2006-09-01,Treating Patients With Prostate Cancer That Did Not Respond to Hormone Therapy,Phase II Trial to Assess the Activity of Ketoconazole Plus Lenalidomide in Patients With Prostate Cancer Progressive After Androgen Deprivation,Completed,Phase 2,Actual,40733968,Drug,lenalidomide,34,1,2006,0
NCT00460031,Native Hawaiian or Other Pacific Islander,Hawaiian/ Other Pacific Islander,Race (NIH/OMB),Participants,Count of Participants,2006-09-01,Treating Patients With Prostate Cancer That Did Not Respond to Hormone Therapy,Phase II Trial to Assess the Activity of Ketoconazole Plus Lenalidomide in Patients With Prostate Cancer Progressive After Androgen Deprivation,Completed,Phase 2,Actual,40733968,Drug,lenalidomide,34,1,2006,0
NCT00460031,Not Hispanic or Latino,White/ White Heritage,Ethnicity (NIH/OMB),Participants,Count of Participants,2006-09-01,Treating Patients With Prostate Cancer That Did Not Respond to Hormone Therapy,Phase II Trial to Assess the Activity of Ketoconazole Plus Lenalidomide in Patients With Prostate Cancer Progressive After Androgen Deprivation,Completed,Phase 2,Actual,40733968,Drug,lenalidomide,34,1,2006,33
NCT00460031,Unknown or Not Reported,Unknown or Not Reported,Ethnicity (NIH/OMB),Participants,Count of Participants,2006-09-01,Treating Patients With Prostate Cancer That Did Not Respond to Hormone Therapy,Phase II Trial to Assess the Activity of Ketoconazole Plus Lenalidomide in Patients With Prostate Cancer Progressive After Androgen Deprivation,Completed,Phase 2,Actual,40733968,Drug,lenalidomide,34,1,2006,1
NCT00460031,Unknown or Not Reported,Unknown or Not Reported,Race (NIH/OMB),Participants,Count of Participants,2006-09-01,Treating Patients With Prostate Cancer That Did Not Respond to Hormone Therapy,Phase II Trial to Assess the Activity of Ketoconazole Plus Lenalidomide in Patients With Prostate Cancer Progressive After Androgen Deprivation,Completed,Phase 2,Actual,40733968,Drug,lenalidomide,34,1,2006,1
NCT00460031,White,White/ White Heritage,Race (NIH/OMB),Participants,Count of Participants,2006-09-01,Treating Patients With Prostate Cancer That Did Not Respond to Hormone Therapy,Phase II Trial to Assess the Activity of Ketoconazole Plus Lenalidomide in Patients With Prostate Cancer Progressive After Androgen Deprivation,Completed,Phase 2,Actual,40733968,Drug,lenalidomide,34,1,2006,30
NCT00466921,American Indian or Alaska Native,American Indian/ Alaska Native,Race (NIH/OMB),Participants,Count of Participants,2005-04-19,Lenalidomide in Treating Patients With Relapsed Mycosis Fungoides/Sezary Syndrome,"Phase II Trial of CC-5013 (Lenalidomide, Revlimid®) in Patients With Cutaneous T-Cell Lymphoma",Completed,Phase 2,Actual,41438902,Drug,lenalidomide,33,1,2005,0
NCT00466921,Asian,Asian/ Asian Heritage,Race (NIH/OMB),Participants,Count of Participants,2005-04-19,Lenalidomide in Treating Patients With Relapsed Mycosis Fungoides/Sezary Syndrome,"Phase II Trial of CC-5013 (Lenalidomide, Revlimid®) in Patients With Cutaneous T-Cell Lymphoma",Completed,Phase 2,Actual,41438902,Drug,lenalidomide,33,1,2005,0
NCT00466921,Black or African American,Black/ Black Heritage,Race (NIH/OMB),Participants,Count of Participants,2005-04-19,Lenalidomide in Treating Patients With Relapsed Mycosis Fungoides/Sezary Syndrome,"Phase II Trial of CC-5013 (Lenalidomide, Revlimid®) in Patients With Cutaneous T-Cell Lymphoma",Completed,Phase 2,Actual,41438902,Drug,lenalidomide,33,1,2005,6
NCT00466921,Hispanic or Latino,Hispanic/ Latino,Ethnicity (NIH/OMB),Participants,Count of Participants,2005-04-19,Lenalidomide in Treating Patients With Relapsed Mycosis Fungoides/Sezary Syndrome,"Phase II Trial of CC-5013 (Lenalidomide, Revlimid®) in Patients With Cutaneous T-Cell Lymphoma",Completed,Phase 2,Actual,41438902,Drug,lenalidomide,33,1,2005,1
NCT00466921,More than one race,Mixed,Race (NIH/OMB),Participants,Count of Participants,2005-04-19,Lenalidomide in Treating Patients With Relapsed Mycosis Fungoides/Sezary Syndrome,"Phase II Trial of CC-5013 (Lenalidomide, Revlimid®) in Patients With Cutaneous T-Cell Lymphoma",Completed,Phase 2,Actual,41438902,Drug,lenalidomide,33,1,2005,0
NCT00466921,Native Hawaiian or Other Pacific Islander,Hawaiian/ Other Pacific Islander,Race (NIH/OMB),Participants,Count of Participants,2005-04-19,Lenalidomide in Treating Patients With Relapsed Mycosis Fungoides/Sezary Syndrome,"Phase II Trial of CC-5013 (Lenalidomide, Revlimid®) in Patients With Cutaneous T-Cell Lymphoma",Completed,Phase 2,Actual,41438902,Drug,lenalidomide,33,1,2005,0
NCT00466921,Not Hispanic or Latino,White/ White Heritage,Ethnicity (NIH/OMB),Participants,Count of Participants,2005-04-19,Lenalidomide in Treating Patients With Relapsed Mycosis Fungoides/Sezary Syndrome,"Phase II Trial of CC-5013 (Lenalidomide, Revlimid®) in Patients With Cutaneous T-Cell Lymphoma",Completed,Phase 2,Actual,41438902,Drug,lenalidomide,33,1,2005,31
NCT00466921,Unknown or Not Reported,Unknown or Not Reported,Ethnicity (NIH/OMB),Participants,Count of Participants,2005-04-19,Lenalidomide in Treating Patients With Relapsed Mycosis Fungoides/Sezary Syndrome,"Phase II Trial of CC-5013 (Lenalidomide, Revlimid®) in Patients With Cutaneous T-Cell Lymphoma",Completed,Phase 2,Actual,41438902,Drug,lenalidomide,33,1,2005,1
NCT00466921,Unknown or Not Reported,Unknown or Not Reported,Race (NIH/OMB),Participants,Count of Participants,2005-04-19,Lenalidomide in Treating Patients With Relapsed Mycosis Fungoides/Sezary Syndrome,"Phase II Trial of CC-5013 (Lenalidomide, Revlimid®) in Patients With Cutaneous T-Cell Lymphoma",Completed,Phase 2,Actual,41438902,Drug,lenalidomide,33,1,2005,0
NCT00466921,White,White/ White Heritage,Race (NIH/OMB),Participants,Count of Participants,2005-04-19,Lenalidomide in Treating Patients With Relapsed Mycosis Fungoides/Sezary Syndrome,"Phase II Trial of CC-5013 (Lenalidomide, Revlimid®) in Patients With Cutaneous T-Cell Lymphoma",Completed,Phase 2,Actual,41438902,Drug,lenalidomide,33,1,2005,27
NCT00468286,American Indian or Alaska Native,American Indian/ Alaska Native,Race (NIH/OMB),Participants,Count of Participants,2007-05-31,Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy,"An Open-Label, Multi-Centre, Randomised Parallel-Group Dose-Finding Study, Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy",Completed,Phase 2,Actual,41481578,Drug,degarelix,399,6,6021,0
NCT00468286,American Indian or Alaska Native,American Indian/ Alaska Native,Race (NIH/OMB),Participants,Count of Participants,2007-05-31,Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy,"An Open-Label, Multi-Centre, Randomised Parallel-Group Dose-Finding Study, Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy",Completed,Phase 2,Actual,41481579,Drug,degarelix,399,6,6021,0
NCT00468286,Asian,Asian/ Asian Heritage,Race (NIH/OMB),Participants,Count of Participants,2007-05-31,Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy,"An Open-Label, Multi-Centre, Randomised Parallel-Group Dose-Finding Study, Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy",Completed,Phase 2,Actual,41481578,Drug,degarelix,399,6,6021,2
NCT00468286,Asian,Asian/ Asian Heritage,Race (NIH/OMB),Participants,Count of Participants,2007-05-31,Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy,"An Open-Label, Multi-Centre, Randomised Parallel-Group Dose-Finding Study, Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy",Completed,Phase 2,Actual,41481579,Drug,degarelix,399,6,6021,2
NCT00468286,Black or African American,Black/ Black Heritage,Race (NIH/OMB),Participants,Count of Participants,2007-05-31,Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy,"An Open-Label, Multi-Centre, Randomised Parallel-Group Dose-Finding Study, Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy",Completed,Phase 2,Actual,41481578,Drug,degarelix,399,6,6021,10
NCT00468286,Black or African American,Black/ Black Heritage,Race (NIH/OMB),Participants,Count of Participants,2007-05-31,Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy,"An Open-Label, Multi-Centre, Randomised Parallel-Group Dose-Finding Study, Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy",Completed,Phase 2,Actual,41481579,Drug,degarelix,399,6,6021,10
NCT00468286,More than one race,Mixed,Race (NIH/OMB),Participants,Count of Participants,2007-05-31,Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy,"An Open-Label, Multi-Centre, Randomised Parallel-Group Dose-Finding Study, Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy",Completed,Phase 2,Actual,41481578,Drug,degarelix,399,6,6021,0
NCT00468286,More than one race,Mixed,Race (NIH/OMB),Participants,Count of Participants,2007-05-31,Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy,"An Open-Label, Multi-Centre, Randomised Parallel-Group Dose-Finding Study, Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy",Completed,Phase 2,Actual,41481579,Drug,degarelix,399,6,6021,0
NCT00468286,Native Hawaiian or Other Pacific Islander,Hawaiian/ Other Pacific Islander,Race (NIH/OMB),Participants,Count of Participants,2007-05-31,Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy,"An Open-Label, Multi-Centre, Randomised Parallel-Group Dose-Finding Study, Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy",Completed,Phase 2,Actual,41481578,Drug,degarelix,399,6,6021,0
NCT00468286,Native Hawaiian or Other Pacific Islander,Hawaiian/ Other Pacific Islander,Race (NIH/OMB),Participants,Count of Participants,2007-05-31,Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy,"An Open-Label, Multi-Centre, Randomised Parallel-Group Dose-Finding Study, Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy",Completed,Phase 2,Actual,41481579,Drug,degarelix,399,6,6021,0
NCT00468286,Unknown or Not Reported,Unknown or Not Reported,Race (NIH/OMB),Participants,Count of Participants,2007-05-31,Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy,"An Open-Label, Multi-Centre, Randomised Parallel-Group Dose-Finding Study, Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy",Completed,Phase 2,Actual,41481578,Drug,degarelix,399,6,6021,0
NCT00468286,Unknown or Not Reported,Unknown or Not Reported,Race (NIH/OMB),Participants,Count of Participants,2007-05-31,Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy,"An Open-Label, Multi-Centre, Randomised Parallel-Group Dose-Finding Study, Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy",Completed,Phase 2,Actual,41481579,Drug,degarelix,399,6,6021,0
NCT00468286,White,White/ White Heritage,Race (NIH/OMB),Participants,Count of Participants,2007-05-31,Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy,"An Open-Label, Multi-Centre, Randomised Parallel-Group Dose-Finding Study, Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy",Completed,Phase 2,Actual,41481578,Drug,degarelix,399,6,6021,254
NCT00468286,White,White/ White Heritage,Race (NIH/OMB),Participants,Count of Participants,2007-05-31,Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy,"An Open-Label, Multi-Centre, Randomised Parallel-Group Dose-Finding Study, Investigating Efficacy and Safety of Two Degarelix Three-Month Dosing Regimens in Patients With Prostate Cancer Requiring Androgen Ablation Therapy",Completed,Phase 2,Actual,41481579,Drug,degarelix,399,6,6021,254
NCT00482911,American Indian or Alaska Native,American Indian/ Alaska Native,Race (NIH/OMB),Participants,Count of Participants,2007-04-30,"Lenalidomide, Sunitinib, and Cyclophosphamide in Treating Patients With Stage IV Eye Melanoma","A Phase II Study of Combination Oral CC-5013 Lenalidomide (Revlimid™), Oral Sunitinib (Sutent™) and Low Dose Oral Metronomic Cyclophosphamide for the Treatment of Stage IV Ocular Melanoma",Terminated,Phase 2,Actual,41086532,Drug,lenalidomide,36,6,6021,0
NCT00482911,Asian,Asian/ Asian Heritage,Race (NIH/OMB),Participants,Count of Participants,2007-04-30,"Lenalidomide, Sunitinib, and Cyclophosphamide in Treating Patients With Stage IV Eye Melanoma","A Phase II Study of Combination Oral CC-5013 Lenalidomide (Revlimid™), Oral Sunitinib (Sutent™) and Low Dose Oral Metronomic Cyclophosphamide for the Treatment of Stage IV Ocular Melanoma",Terminated,Phase 2,Actual,41086532,Drug,lenalidomide,36,6,6021,0
NCT00482911,Black or African American,Black/ Black Heritage,Race (NIH/OMB),Participants,Count of Participants,2007-04-30,"Lenalidomide, Sunitinib, and Cyclophosphamide in Treating Patients With Stage IV Eye Melanoma","A Phase II Study of Combination Oral CC-5013 Lenalidomide (Revlimid™), Oral Sunitinib (Sutent™) and Low Dose Oral Metronomic Cyclophosphamide for the Treatment of Stage IV Ocular Melanoma",Terminated,Phase 2,Actual,41086532,Drug,lenalidomide,36,6,6021,2
NCT00482911,Hispanic or Latino,Hispanic/ Latino,Ethnicity (NIH/OMB),Participants,Count of Participants,2007-04-30,"Lenalidomide, Sunitinib, and Cyclophosphamide in Treating Patients With Stage IV Eye Melanoma","A Phase II Study of Combination Oral CC-5013 Lenalidomide (Revlimid™), Oral Sunitinib (Sutent™) and Low Dose Oral Metronomic Cyclophosphamide for the Treatment of Stage IV Ocular Melanoma",Terminated,Phase 2,Actual,41086532,Drug,lenalidomide,36,6,6021,0
NCT00482911,More than one race,Mixed,Race (NIH/OMB),Participants,Count of Participants,2007-04-30,"Lenalidomide, Sunitinib, and Cyclophosphamide in Treating Patients With Stage IV Eye Melanoma","A Phase II Study of Combination Oral CC-5013 Lenalidomide (Revlimid™), Oral Sunitinib (Sutent™) and Low Dose Oral Metronomic Cyclophosphamide for the Treatment of Stage IV Ocular Melanoma",Terminated,Phase 2,Actual,41086532,Drug,lenalidomide,36,6,6021,0
NCT00482911,Native Hawaiian or Other Pacific Islander,Hawaiian/ Other Pacific Islander,Race (NIH/OMB),Participants,Count of Participants,2007-04-30,"Lenalidomide, Sunitinib, and Cyclophosphamide in Treating Patients With Stage IV Eye Melanoma","A Phase II Study of Combination Oral CC-5013 Lenalidomide (Revlimid™), Oral Sunitinib (Sutent™) and Low Dose Oral Metronomic Cyclophosphamide for the Treatment of Stage IV Ocular Melanoma",Terminated,Phase 2,Actual,41086532,Drug,lenalidomide,36,6,6021,0
NCT00482911,Not Hispanic or Latino,White/ White Heritage,Ethnicity (NIH/OMB),Participants,Count of Participants,2007-04-30,"Lenalidomide, Sunitinib, and Cyclophosphamide in Treating Patients With Stage IV Eye Melanoma","A Phase II Study of Combination Oral CC-5013 Lenalidomide (Revlimid™), Oral Sunitinib (Sutent™) and Low Dose Oral Metronomic Cyclophosphamide for the Treatment of Stage IV Ocular Melanoma",Terminated,Phase 2,Actual,41086532,Drug,lenalidomide,36,6,6021,24
NCT00482911,Unknown or Not Reported,Unknown or Not Reported,Ethnicity (NIH/OMB),Participants,Count of Participants,2007-04-30,"Lenalidomide, Sunitinib, and Cyclophosphamide in Treating Patients With Stage IV Eye Melanoma","A Phase II Study of Combination Oral CC-5013 Lenalidomide (Revlimid™), Oral Sunitinib (Sutent™) and Low Dose Oral Metronomic Cyclophosphamide for the Treatment of Stage IV Ocular Melanoma",Terminated,Phase 2,Actual,41086532,Drug,lenalidomide,36,6,6021,0
NCT00482911,Unknown or Not Reported,Unknown or Not Reported,Race (NIH/OMB),Participants,Count of Participants,2007-04-30,"Lenalidomide, Sunitinib, and Cyclophosphamide in Treating Patients With Stage IV Eye Melanoma","A Phase II Study of Combination Oral CC-5013 Lenalidomide (Revlimid™), Oral Sunitinib (Sutent™) and Low Dose Oral Metronomic Cyclophosphamide for the Treatment of Stage IV Ocular Melanoma",Terminated,Phase 2,Actual,41086532,Drug,lenalidomide,36,6,6021,0
NCT00482911,White,White/ White Heritage,Race (NIH/OMB),Participants,Count of Participants,2007-04-30,"Lenalidomide, Sunitinib, and Cyclophosphamide in Treating Patients With Stage IV Eye Melanoma","A Phase II Study of Combination Oral CC-5013 Lenalidomide (Revlimid™), Oral Sunitinib (Sutent™) and Low Dose Oral Metronomic Cyclophosphamide for the Treatment of Stage IV Ocular Melanoma",Terminated,Phase 2,Actual,41086532,Drug,lenalidomide,36,6,6021,22
NCT00492050,American Indian or Alaska Native,American Indian/ Alaska Native,Race (NIH/OMB),Participants,Count of Participants,2006-08-31,Bortezomib and Rituximab for Patients With Waldenstrom's Macroglobulinemia,Primary Treatment of Waldenstrom's Macroglobulinemia With Bortezomib (Velcade) and Rituximab (Rituxan) Followed by Autologous Stem Cell Collection,"Active, not recruiting",Phase 2,Actual,41399357,Drug,bortezomib,46,1,2006,0
NCT00492050,Asian,Asian/ Asian Heritage,Race (NIH/OMB),Participants,Count of Participants,2006-08-31,Bortezomib and Rituximab for Patients With Waldenstrom's Macroglobulinemia,Primary Treatment of Waldenstrom's Macroglobulinemia With Bortezomib (Velcade) and Rituximab (Rituxan) Followed by Autologous Stem Cell Collection,"Active, not recruiting",Phase 2,Actual,41399357,Drug,bortezomib,46,1,2006,2
NCT00492050,Black or African American,Black/ Black Heritage,Race (NIH/OMB),Participants,Count of Participants,2006-08-31,Bortezomib and Rituximab for Patients With Waldenstrom's Macroglobulinemia,Primary Treatment of Waldenstrom's Macroglobulinemia With Bortezomib (Velcade) and Rituximab (Rituxan) Followed by Autologous Stem Cell Collection,"Active, not recruiting",Phase 2,Actual,41399357,Drug,bortezomib,46,1,2006,3
NCT00492050,Hispanic or Latino,Hispanic/ Latino,Ethnicity (NIH/OMB),Participants,Count of Participants,2006-08-31,Bortezomib and Rituximab for Patients With Waldenstrom's Macroglobulinemia,Primary Treatment of Waldenstrom's Macroglobulinemia With Bortezomib (Velcade) and Rituximab (Rituxan) Followed by Autologous Stem Cell Collection,"Active, not recruiting",Phase 2,Actual,41399357,Drug,bortezomib,46,1,2006,2
NCT00492050,More than one race,Mixed,Race (NIH/OMB),Participants,Count of Participants,2006-08-31,Bortezomib and Rituximab for Patients With Waldenstrom's Macroglobulinemia,Primary Treatment of Waldenstrom's Macroglobulinemia With Bortezomib (Velcade) and Rituximab (Rituxan) Followed by Autologous Stem Cell Collection,"Active, not recruiting",Phase 2,Actual,41399357,Drug,bortezomib,46,1,2006,0
NCT00492050,Native Hawaiian or Other Pacific Islander,Hawaiian/ Other Pacific Islander,Race (NIH/OMB),Participants,Count of Participants,2006-08-31,Bortezomib and Rituximab for Patients With Waldenstrom's Macroglobulinemia,Primary Treatment of Waldenstrom's Macroglobulinemia With Bortezomib (Velcade) and Rituximab (Rituxan) Followed by Autologous Stem Cell Collection,"Active, not recruiting",Phase 2,Actual,41399357,Drug,bortezomib,46,1,2006,0
NCT00492050,Not Hispanic or Latino,White/ White Heritage,Ethnicity (NIH/OMB),Participants,Count of Participants,2006-08-31,Bortezomib and Rituximab for Patients With Waldenstrom's Macroglobulinemia,Primary Treatment of Waldenstrom's Macroglobulinemia With Bortezomib (Velcade) and Rituximab (Rituxan) Followed by Autologous Stem Cell Collection,"Active, not recruiting",Phase 2,Actual,41399357,Drug,bortezomib,46,1,2006,35
NCT00492050,Unknown or Not Reported,Unknown or Not Reported,Ethnicity (NIH/OMB),Participants,Count of Participants,2006-08-31,Bortezomib and Rituximab for Patients With Waldenstrom's Macroglobulinemia,Primary Treatment of Waldenstrom's Macroglobulinemia With Bortezomib (Velcade) and Rituximab (Rituxan) Followed by Autologous Stem Cell Collection,"Active, not recruiting",Phase 2,Actual,41399357,Drug,bortezomib,46,1,2006,0
NCT00492050,Unknown or Not Reported,Unknown or Not Reported,Race (NIH/OMB),Participants,Count of Participants,2006-08-31,Bortezomib and Rituximab for Patients With Waldenstrom's Macroglobulinemia,Primary Treatment of Waldenstrom's Macroglobulinemia With Bortezomib (Velcade) and Rituximab (Rituxan) Followed by Autologous Stem Cell Collection,"Active, not recruiting",Phase 2,Actual,41399357,Drug,bortezomib,46,1,2006,2
NCT00492050,White,White/ White Heritage,Race (NIH/OMB),Participants,Count of Participants,2006-08-31,Bortezomib and Rituximab for Patients With Waldenstrom's Macroglobulinemia,Primary Treatment of Waldenstrom's Macroglobulinemia With Bortezomib (Velcade) and Rituximab (Rituxan) Followed by Autologous Stem Cell Collection,"Active, not recruiting",Phase 2,Actual,41399357,Drug,bortezomib,46,1,2006,30
NCT00500110,American Indian or Alaska Native,American Indian/ Alaska Native,Race (NIH/OMB),Participants,Count of Participants,2003-06-30,"Hormonal Ablation, Imatinib Mesylate and Docetaxel for Patients With Prostate Cancer","Neoadjuvant Hormonal Ablation, Imatinib Mesylate and Docetaxel Followed by Radical Prostatectomy for High-Risk Localized Prostate Cancer",Completed,Phase 2,Actual,41479521,Drug,docetaxel,39,1,2003,0
NCT00500110,Asian,Asian/ Asian Heritage,Race (NIH/OMB),Participants,Count of Participants,2003-06-30,"Hormonal Ablation, Imatinib Mesylate and Docetaxel for Patients With Prostate Cancer","Neoadjuvant Hormonal Ablation, Imatinib Mesylate and Docetaxel Followed by Radical Prostatectomy for High-Risk Localized Prostate Cancer",Completed,Phase 2,Actual,41479521,Drug,docetaxel,39,1,2003,0
NCT00500110,Black or African American,Black/ Black Heritage,Race (NIH/OMB),Participants,Count of Participants,2003-06-30,"Hormonal Ablation, Imatinib Mesylate and Docetaxel for Patients With Prostate Cancer","Neoadjuvant Hormonal Ablation, Imatinib Mesylate and Docetaxel Followed by Radical Prostatectomy for High-Risk Localized Prostate Cancer",Completed,Phase 2,Actual,41479521,Drug,docetaxel,39,1,2003,4
NCT00500110,More than one race,Mixed,Race (NIH/OMB),Participants,Count of Participants,2003-06-30,"Hormonal Ablation, Imatinib Mesylate and Docetaxel for Patients With Prostate Cancer","Neoadjuvant Hormonal Ablation, Imatinib Mesylate and Docetaxel Followed by Radical Prostatectomy for High-Risk Localized Prostate Cancer",Completed,Phase 2,Actual,41479521,Drug,docetaxel,39,1,2003,0
