nct_id,phase,start_date,enrollment_type,name,official_title,brief_title,American Indian/ Alaska Native,Asian/ Asian Heritage,Black/ Black Heritage,Hawaiian/ Other Pacific Islander,Hispanic/ Latino,Middle Eastern,Mixed,Other,Unknown or Not Reported,White/ White Heritage
NCT02452463,Phase 2,29/06/2015,Actual,durvalumab,"A Phase II Randomized, Double-Blind, Placebo-Controlled Study Evaluating Nintedanib Versus Placebo as Prophylaxis Against Radiation Pneumonitis in Patients With Unresectable NSCLC Undergoing Chemoradiation Therapy",Nintedanib Compared With Placebo in Treating Against Radiation-Induced Pneumonitis in Patients With Non-small Cell Lung Cancer That Cannot Be Removed by Surgery and Are Undergoing Chemoradiation Therapy,0,0,0,0,,,0,,0,16
NCT02454179,Phase 2,31/05/2015,Actual,pembrolizumab,A Phase 2 Proof-of-Concept Study of the Combination of ACP-196 and Pembrolizumab in Subjects With Advanced Head and Neck Squamous Cell Carcinoma,Study of the Combination of Acalabrutinib (ACP-196) and Pembrolizumab in Advanced Head and Neck Squamous Cell Carcinoma,0,8,12,0,12,,0,140,0,132
NCT02454478,Phase 1,01/07/2015,Actual,lenvatinib,Phase 1 Study of Lenvatinib in Combination With Everolimus in Subjects With Unresectable Advanced or Metastatic RCC,Study of Lenvatinib in Combination With Everolimus in Participants With Unresectable Advanced or Metastatic Renal Cell Carcinoma (RCC),0,7,0,0,0,,0,7,0,0
NCT02454933,Phase 3,15/07/2015,Actual,medi4736,"A Phase III, Multi-Centre, Open Label, Randomized Study to Assess the Efficacy and Safety of AZD9291 in Combination With MEDI4736 Versus AZD9291 Monotherapy in Patients With Locally Advanced or Metastatic Epidermal Growth Factor Receptor T790M Mutation-positive Non-Small Cell Lung Cancer Who Have Received Prior Epidermal Growth Factor Receptor Tyrosine Kinase Inhibitor Therapy (CAURAL)",Study of AZD9291 Plus MEDI4736 Versus AZD9291 Monotherapy in NSCLC After Previous EGFR TKI Therapy in T790M Mutation Positive Tumours,0,52,0,0,2,,0,56,0,6
NCT02459119,Phase 2,31/05/2015,Actual,regorafenib,"A Multicenter, Non-Randomized, Phase II Study of Regorafenib for Advanced Urothelial Cancer Following Prior Chemotherapy",Study of Regorafenib for Urothelial Cancer Following Chemotherapy (UAB 1477),0,0,1,0,,,0,,0,16
NCT02460198,Phase 2,25/08/2015,Actual,pembrolizumab,A Phase II Study of Pembrolizumab (MK-3475) as Monotherapy in Subjects With Previously Treated Locally Advanced Unresectable or Metastatic (Stage IV) Mismatched Repair Deficient or Microsatellite Instability-High Colorectal Carcinoma (KEYNOTE-164),Study of Pembrolizumab (MK-3475) as Monotherapy in Participants With Previously-Treated Locally Advanced Unresectable or Metastatic Colorectal Cancer (MK-3475-164/KEYNOTE-164),0,66,14,0,8,,0,238,2,168
NCT02464657,Phase 1/Phase 2,31/07/2015,Actual,nivolumab,"Phase I/II Study of Idarubicin, Cytarabine, and Nivolumab in Patients With High-Risk Myelodysplastic Syndrome (MDS) and Acute Myeloid Leukemia (AML)","Study of Idarubicin, Cytarabine, and Nivolumab in Patients With High-Risk Myelodysplastic Syndrome (MDS) and Acute Myeloid Leukemia (AML)",0,8,2,0,,,0,,4,74
NCT02466009,Phase 2,31/03/2015,Actual,regorafenib,Regorafenib in Adults 70 Years or Older With Metastatic Colorectal Cancer: A Phase II Study,Regorafenib in Metastatic Colorectal Cancer,0,0,6,1,1,,0,26,0,20
NCT02472977,Phase 1/Phase 2,13/07/2015,Actual,nivolumab,A Phase 1/2 Study of the Safety and Efficacy of Ulocuplumab Combined With Nivolumab in Subjects With Advanced or Metastatic Solid Tumors,Safety and Efficacy Study of Ulocuplumab and Nivolumab in Subjects With Solid Tumors,0,0,6,0,4,,0,70,8,76
NCT02481830,Phase 3,14/09/2015,Actual,nivolumab,"An Open-label, Randomized, Phase 3 Study of Nivolumab or Chemotherapy in Subjects With Relapsed Small-cell Lung Cancer After Platinum-based First Line Chemotherapy (CheckMate 331: CHECKpoint Pathway and nivoluMAb Clinical Trial Evaluation 331)",Effectiveness Study of Nivolumab Compared to Chemotherapy in Patients With Relapsed Small-cell Lung Cancer,2,282,6,0,20,,0,534,588,844
NCT02488759,Phase 1/Phase 2,13/10/2015,Actual,daratumumab,"Non-Comparative, Open-Label, Multiple Cohort, Phase 1/2 Study of Nivolumab Monotherapy and Nivolumab Combination Therapy in Subjects With Virus-Positive and Virus-Negative Solid Tumors","An Investigational Immuno-therapy Study to Investigate the Safety and Effectiveness of Nivolumab, and Nivolumab Combination Therapy in Virus-associated Tumors",12,112,34,0,,,0,,48,950
NCT02489448,Phase 1/Phase 2,30/11/2015,Actual,medi4736,Single Arm Neoadjuvant Phase I/II Study of MEDI4736 (Anti-PD-L1 Antibody) Concomitant With Weekly Nab-paclitaxel and Dose-dense Doxorubicin/Cyclophosphamide (ddAC) Chemotherapy for Clinical Stage I-III Triple Negative Breast Cancer,Neoadjuvant MEDI4736 Concomitant With Weekly Nab-paclitaxel and Dose-dense AC for Stage I-III Triple Negative Breast Cancer,,,22,,12,,8,,8,82
NCT02493361,Phase 2,17/08/2015,Actual,pembrolizumab,"An Open-label, Phase II, Multicenter Study of Enhancing Pembrolizumab Responses in Melanoma Through Intratumoral pIL-12 Electroporation",Trial of pIL-12/MK-3475 in Metastatic Melanoma,0,0,0,0,1,,0,22,4,21
NCT02494583,Phase 3,31/07/2015,Actual,pembrolizumab,"A Randomized, Active-Controlled, Partially Blinded, Biomarker Select, Phase III Clinical Trial of Pembrolizumab as Monotherapy and in Combination With Cisplatin+5-Fluorouracil Versus Placebo+Cisplatin+5-Fluorouracil as First-Line Treatment in Subjects With Advanced Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma",Study of Pembrolizumab (MK-3475) as First-Line Monotherapy and Combination Therapy for Treatment of Advanced Gastric or Gastroesophageal Junction Adenocarcinoma (MK-3475-062/KEYNOTE-062),58,414,26,4,290,,44,1198,48,970
NCT02498600,Phase 2,29/06/2015,Actual,nivolumab,"Phase II Randomized Trial of Nivolumab With or Without Ipilimumab in Patients With Persistent or Recurrent Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancer","Nivolumab With or Without Ipilimumab in Treating Patients With Persistent or Recurrent Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancer",0,8,14,2,8,,0,188,8,172
NCT02499835,Phase 1/Phase 2,01/07/2015,Actual,pembrolizumab,"Pilot Trial of pTVG-HP DNA Vaccine and Pembrolizumab in Patients With Castration-Resistant, Metastatic Prostate Cancer","Vaccine Therapy and Pembrolizumab in Treating Patients With Hormone-Resistant, Metastatic Prostate Cancer",0,0,2,0,0,,0,130,2,130
NCT02499952,Phase 2,31/01/2016,Actual,pembrolizumab,A Phase II Single-Arm Multi-Center Trial Evaluating the Efficacy of Pembrolizumab in the Treatment of Subjects With Incurable Platinum-Refractory Germ Cell Tumors: Hoosier Cancer Research Network GU14-206,Pembrolizumab in Subjects With Incurable Platinum-Refractory Germ Cell Tumors,0,0,1,0,0,,0,12,0,11
NCT02500121,Phase 2,11/11/2015,Actual,pembrolizumab,"A Randomized, Double-blinded, Phase II Study of Maintenance Pembrolizumab Versus Placebo After First-Line Chemotherapy in Patients With Metastatic Urothelial Cancer: Hoosier Cancer Research Network GU14-182",Testing the PD-1 Inhibitor Pembrolizumab as Maintenance Therapy After Initial Chemotherapy in Metastatic Bladder Cancer,0,4,14,0,,,0,,4,192
NCT02500797,Phase 2,30/07/2015,Actual,nivolumab,Randomized Phase II Study of Nivolumab With or Without Ipilimumab in Patients With Metastatic or Unresectable Sarcoma,Nivolumab With or Without Ipilimumab in Treating Patients With Metastatic Sarcoma That Cannot Be Removed by Surgery,2,4,24,4,,,0,,10,284
NCT02500901,Phase 1,31/03/2016,Actual,niraparib,Combined Targeting of the Androgen Receptor in Metastatic Castrate-Resistant Prostate Cancer With Enzalutamide and the Poly (ADP- Ribose) Polymerase (PARP) Inhibitor Niraparib: Hoosier Cancer Research Network GU14-202,Enzalutamide and Niraparib in the Treatment of Metastatic Castrate-Resistant Prostate Cancer (CRPC),0,0,0,0,0,,0,2,0,2
NCT02501473,Phase 1/Phase 2,03/02/2016,Actual,pembrolizumab,Phase 1/2 Study of Intratumoral G100 With Or Without Pembrolizumab or Rituximab In Patients With Follicular Non-Hodgkin's Lymphoma,Study of Intratumoral G100 With Or Without Pembrolizumab or Rituximab In Participants With Follicular Non-Hodgkin's Lymphoma (MK-3475-174/IMDZ-G142),0,2,4,0,10,,0,88,14,86
NCT02509507,Phase 1/Phase 2,05/02/2016,Actual,pembrolizumab,"A Phase 1b/2, Multicenter, Open-label, Basket Trial to Evaluate the Safety of Talimogene Laherparepvec Injected Into Liver Tumors Alone and in Combination With Systemic Pembrolizumab in Phase 1b and to Evaluate the Efficacy and Safety of Intratumoral Talimogene Laherparepvec in Combination With Systemic Pembrolizumab to Treat Subjects With Advanced Solid Tumors in Phase 2 (MASTERKEY-318)",Trial to Evaluate the Safety of Talimogene Laherparepvec Injected Into Tumors Alone and in Combination With Systemic Pembrolizumab MK-3475-611/Keynote-611,0,38,2,0,16,,,240,0,212
NCT02511184,Phase 1,31/10/2015,Actual,pembrolizumab,A PHASE 1B STUDY OF CRIZOTINIB IN COMBINATION WITH PEMBROLIZUMAB (MK-3475) IN PATIENTS WITH UNTREATED ADVANCED ALK-TRANSLOCATED NON SMALL CELL LUNG CANCER,Crizotinib Plus Pembrolizumab In Alk-Positive Advanced Non Small Cell Lung Cancer Patients,,2,,,,,,2,,14
NCT02519348,Phase 2,19/10/2015,Actual,durvalumab,"A Study of Safety, Tolerability, and Clinical Activity of Durvalumab and Tremelimumab Administered as Monotherapy, or Durvalumab in Combination With Tremelimumab or Bevacizumab in Subjects With Advanced Hepatocellular Carcinoma","A Study of Durvalumab or Tremelimumab Monotherapy, or Durvalumab in Combination With Tremelimumab or Bevacizumab in Advanced Hepatocellular Carcinoma",6,514,50,6,42,,2,824,8,280
NCT02521870,Phase 1/Phase 2,30/09/2015,Actual,pembrolizumab,"A Phase 1b/2, Open-label, Multicenter, Dose-escalation and Expansion Trial of Intratumoral SD-101 in Combination With Pembrolizumab in Patients With Metastatic Melanoma or Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma (SYNERGY-001)",A Trial of Intratumoral Injections of SD-101 in Combination With Pembrolizumab in Patients With Metastatic Melanoma or Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma,,,,,20,,,424,16,
NCT02526017,Phase 1,08/09/2015,Actual,nivolumab,A Phase 1a/1b Study of Cabiralizumab in Combination With Nivolumab in Patients With Selected Advanced Cancers,Study of Cabiralizumab in Combination With Nivolumab in Patients With Selected Advanced Cancers,0,26,36,0,54,,,578,20,534
NCT02528357,Phase 1,11/09/2015,Actual,pembrolizumab,"A Phase I, Open-Label Study of GSK3174998 Administered Alone and in Combination With Anticancer Agents Including Pembrolizumab in Subjects With Selected Advanced Solid Tumors",GSK3174998 Alone and With Pembrolizumab in Participants With Advanced Solid Tumors (ENGAGE-1),,7,5,,,3,,,5,119
NCT02529072,Phase 1,31/01/2016,Actual,nivolumab,AVeRT: Anti-PD-1 Monoclonal Antibody (Nivolumab) in Combination With DC Vaccines for the Treatment of Recurrent Grade III and Grade IV Brain Tumors,Nivolumab With DC Vaccines for Recurrent Brain Tumors,0,0,0,0,0,,0,12,0,12
NCT02538510,Phase 1/Phase 2,08/10/2015,Actual,pembrolizumab,A Single Arm Phase I/II Study of MK-3475 Combined With Vorinostat for Recurrent Unresectable and/or Metastatic Squamous Cell Head and Neck Cancer and Recurrent Unresectable and/or Metastatic Salivary Gland Malignancies,Pembrolizumab and Vorinostat in Treating Patients With Recurrent Squamous Cell Head and Neck Cancer or Salivary Gland Cancer That Is Metastatic and/or Cannot Be Removed by Surgery,4,12,0,2,2,,0,96,2,82
NCT02538666,Phase 3,13/10/2015,Actual,nivolumab,"A Randomized, Multicenter, Double-Blind, Phase 3 Study of Nivolumab, Nivolumab in Combination With Ipilimumab, or Placebo as Maintenance Therapy in Subjects With Extensive-Stage Disease Small Cell Lung Cancer (ED-SCLC) After Completion of Platinum-based First Line Chemotherapy (CheckMate 451: CHECKpoint Pathway and nivoluMAb Clinical Trial Evaluation 451)","An Investigational Immuno-therapy Study of Nivolumab, or Nivolumab in Combination With Ipilimumab, or Placebo in Patients With Extensive-Stage Disease Small Cell Lung Cancer (ED-SCLC) After Completion of Platinum-based Chemotherapy",,,,,80,,,990,744,
NCT02541565,Phase 1,24/11/2015,Actual,pembrolizumab,MK-3475 in Combination With Standard RCHOP Therapy for Previously Untreated Diffuse Large B-Cell Lymphoma,Pembrolizumab and Combination Chemotherapy in Treating Patients With Previously Untreated Diffuse Large B-cell Lymphoma or Grade 3b Follicular Lymphoma,,4,,,,,,,,26
NCT02541604,Phase 1/Phase 2,30/11/2015,Actual,atezolizumab,"An Early-Phase, Multicenter, Open-Label Study of the Safety and Pharmacokinetics of Atezolizumab (MPDL3280A) In Pediatric and Young Adult Patients With Previously Treated Solid Tumors","A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Immunogenicity, and Preliminary Efficacy of Atezolizumab (Anti-Programmed Death-Ligand 1 [PD-L1] Antibody) in Pediatric and Young Adult Participants With Solid Tumors",0,6,12,0,32,,4,102,92,100
NCT02546986,Phase 2,09/10/2015,Actual,pembrolizumab,"A Phase 2 Multicenter, Randomized, Placebo Controlled, Double Blind Study to Assess the Safety and Efficacy of CC-486 (Oral Azacitidine) in Combination With Pembrolizumab (MK-3475) Versus Pembrolizumab Plus Placebo in Subjects With Previously Treated Locally Advanced or Metastatic Non-small Cell Lung Cancer",Safety and Efficacy Study of CC-486 With MK-3475 to Treat Locally Advanced or Metastatic Non-small Cell Lung Cancer,0,2,10,0,,,0,,14,174
NCT02549209,Phase 2,22/08/2017,Actual,pembrolizumab,Phase II Study of Pembrolizumab in Combination With Carboplatin and Paclitaxel for Advanced or Recurrent Endometrial Adenocarcinoma,Pembro/Carbo/Taxol in Endometrial Cancer,0,1,3,0,,,0,,3,39
NCT02553499,Phase 1,12/11/2015,Actual,pembrolizumab,A Phase 1 Trial of MK-1248 as Monotherapy and in Combination With Pembrolizumab in Subjects With Advanced Solid Tumors.,Study of MK-1248 With and Without Pembrolizumab (MK-3475) for Participants With Advanced Solid Tumors (MK-1248-001),0,0,0,0,0,,0,74,0,74
NCT02555657,Phase 3,13/10/2015,Actual,pembrolizumab,A Randomized Open-Label Phase III Study of Single Agent Pembrolizumab Versus Single Agent Chemotherapy Per Physician's Choice for Metastatic Triple Negative Breast Cancer (mTNBC) - (KEYNOTE-119),Study of Single Agent Pembrolizumab (MK-3475) Versus Single Agent Chemotherapy for Metastatic Triple Negative Breast Cancer (MK-3475-119/KEYNOTE-119),16,376,34,0,,,48,,44,726
NCT02559687,Phase 2,02/12/2015,Actual,pembrolizumab,A Phase II Study of Pembrolizumab Monotherapy in Third Line Previously Treated Subjects With Advanced/Metastatic Adenocarcinoma or Squamous Cell Carcinoma of the Esophagus or Advanced/Metastatic Siewert Type I Adenocarcinoma of the Esophagogastric Junction (KEYNOTE-180),Study of Pembrolizumab (MK-3475) in Previously-Treated Participants With Advanced Carcinoma of the Esophagus or Esophagogastric Junction (MK-3475-180/KEYNOTE-180),0,42,2,0,2,,0,108,17,71
NCT02563002,Phase 3,30/11/2015,Actual,pembrolizumab,A Phase III Study of Pembrolizumab (MK-3475) vs. Chemotherapy in Microsatellite Instability-High (MSI-H) or Mismatch Repair Deficient (dMMR) Stage IV Colorectal Carcinoma (KEYNOTE-177),Study of Pembrolizumab (MK-3475) vs Standard Therapy in Participants With Microsatellite Instability-High (MSI-H) or Mismatch Repair Deficient (dMMR) Stage IV Colorectal Carcinoma (MK-3475-177/KEYNOTE-177),0,100,28,0,42,,0,518,82,458
NCT02563548,Phase 1,22/10/2015,Actual,pembrolizumab,A Phase 1B Open-Label Study of PEGylated Recombinant Human Hyaluronidase (PEGPH20) Combined With Pembrolizumab in Subjects With Selected Hyaluronan-High Solid Tumors,A Study of PEGylated Recombinant Human Hyaluronidase (PEGPH20) With Pembrolizumab in Participants With Selected Hyaluronan High Solid Tumors,0,4,6,0,8,,0,100,8,94
NCT02563925,Not Applicable,18/09/2015,Actual,durvalumab,A Pilot Study of Brain Irradiation and Tremelimumab in Metastatic Breast Cancer,Brain Irradiation and Tremelimumab in Metastatic Breast Cancer,0,5,5,0,0,,0,28,1,17
NCT02564263,Phase 3,01/12/2015,Actual,pembrolizumab,"A Phase III Randomized Open-Label Study of Single Agent Pembrolizumab vs Physicians' Choice of Single Agent Docetaxel, Paclitaxel, or Irinotecan in Subjects With Advanced/Metastatic Adenocarcinoma and Squamous Cell Carcinoma of the Esophagus That Have Progressed After First-Line Standard Therapy (KEYNOTE-181)",Study of Pembrolizumab (MK-3475) Versus Investigator's Choice Standard Therapy for Participants With Advanced Esophageal/ Esophagogastric Junction Carcinoma That Progressed After First-Line Therapy (MK-3475-181/KEYNOTE-181),2,496,12,2,88,,12,1122,76,702
NCT02569242,Phase 3,14/12/2015,Actual,nivolumab,"ONO-4538 Phase III Study A Multicenter, Randomized, Open-label Study in Patients With Esophageal Cancer Refractory or Intolerant to Combination Therapy With Fluoropyrimidine and Platinum-based Drugs",Study of Nivolumab in Unresectable Advanced or Recurrent Esophageal Cancer,0,802,0,0,,,0,,0,36
NCT02572167,Phase 1/Phase 2,31/10/2015,Actual,nivolumab,A Phase 1/2 Study Evaluating Brentuximab Vedotin in Combination With Nivolumab in Patients With Relapsed or Refractory Hodgkin Lymphoma After Failure of Frontline Therapy,A Study of Brentuximab Vedotin Combined With Nivolumab for Relapsed or Refractory Hodgkin Lymphoma,2,10,4,0,28,,8,148,10,154
NCT02574078,Phase 1/Phase 2,23/11/2015,Actual,nivolumab,A Master Protocol of Phase 1/2 Studies of Nivolumab in Advanced NSCLC Using Nivolumab as Maintenance After Induction Chemotherapy or as First-line Treatment Alone or in Combination With Standard of Care Therapies (CheckMate 370: CHECKpoint Pathway and nivoluMAb Clinical Trial Evaluation 370),A Study of Nivolumab in Advanced Non-Small Cell Lung Cancer (NSCLC),4,44,44,0,34,,,654,8,576
NCT02574455,Phase 3,07/11/2017,Actual,sacituzumab govitecan,"An International, Multi-Center, Open-Label, Randomized, Phase III Trial of Sacituzumab Govitecan Versus Treatment of Physician Choice in Patients With Metastatic Triple-Negative Breast Cancer Who Received at Least Two Prior Treatments",Trial of Sacituzumab Govitecan in Participants With Refractory/Relapsed Metastatic Triple-Negative Breast Cancer (TNBC),,44,124,,90,,,974,48,836
NCT02575807,Phase 1/Phase 2,08/03/2016,Actual,pembrolizumab,"A Phase 1/2, Open-Label Safety and Efficacy Evaluation of CRS-207 in Combination With Epacadostat in Adults With Platinum-Resistant Ovarian, Fallopian, or Peritoneal Cancer","Safety and Efficacy of CRS-207 With Epacadostat in Platinum Resistant Ovarian, Fallopian or Peritoneal Cancer",0,2,0,0,4,,0,60,4,58
NCT02576509,Phase 3,07/12/2015,Actual,nivolumab,"A Randomized, Multi-center Phase III Study of Nivolumab Versus Sorafenib as First-Line Treatment in Patients With Advanced Hepatocellular Carcinoma (CheckMate 459: CHECKpoint Pathway and nivoluMAb Clinical Trial Evaluation 459)",An Investigational Immuno-therapy Study of Nivolumab Compared to Sorafenib as a First Treatment in Patients With Advanced Hepatocellular Carcinoma,2,664,10,0,30,,0,700,776,790
NCT02576574,Phase 3,29/10/2015,Actual,avelumab,"A Phase III, Open-label, Multicenter Trial of Avelumab (MSB0010718C) Versus Platinum-based Doublet as a First-line Treatment of Recurrent or Stage IV PD-L1+NSCLC",Avelumab in First-line NSCLC (JAVELIN Lung 100),0,484,14,2,144,,0,2200,254,1758
NCT02576977,Phase 3,19/10/2015,Actual,pembrolizumab,A Phase III Study of Pomalidomide and Low Dose Dexamethasone With or Without Pembrolizumab (MK3475) in Refractory or Relapsed and Refractory Multiple Myeloma (rrMM) (KEYNOTE 183),Study of Pomalidomide and Low Dose Dexamethasone With or Without Pembrolizumab (MK-3475) in Refractory or Relapsed and Refractory Multiple Myeloma (rrMM) (MK-3475-183/KEYNOTE-183),0,58,48,6,26,,6,454,32,374
NCT02576990,Phase 2,02/12/2015,Actual,pembrolizumab,A Phase II Study of Pembrolizumab (MK-3475) in Subjects With Relapsed or Refractory Primary Mediastinal Large B-cell Lymphoma (rrPMBCL) or Relapsed or Refractory Richter Syndrome (rrRS),Study of Pembrolizumab (MK-3475) in Participants With Relapsed or Refractory Primary Mediastinal Large B-cell Lymphoma or Relapsed or Refractory Richter Syndrome (MK-3475-170/KEYNOTE-170),0,0,2,0,10,,0,116,42,150
NCT02579616,Phase 2,23/10/2015,Actual,lenvatinib,"An Open-Label, Multicenter Phase 2 Study of E7080/ LENVIMA (Lenvatinib Mesylate) in Subjects With Unresectable Biliary Tract Cancer Who Failed Gemcitabine-based Combination Chemotherapy",Study of Lenvatinib (E7080) in Unresectable Biliary Tract Cancer (BTC) Who Failed Gemcitabine-based Combination Chemotherapy,0,26,0,0,0,,0,26,0,0
NCT02579863,Phase 3,19/10/2015,Actual,pembrolizumab,A Phase III Study of Lenalidomide and Low-Dose Dexamethasone With or Without Pembrolizumab (MK3475) in Newly Diagnosed and Treatment Na��ve Multiple Myeloma (KEYNOTE 185).,Study of Lenalidomide and Dexamethasone With or Without Pembrolizumab (MK-3475) in Participants With Newly Diagnosed Treatment Naive Multiple Myeloma (MK-3475-185/KEYNOTE-185),0,108,24,2,16,,2,558,58,472
NCT02580058,Phase 3,21/12/2015,Actual,avelumab,"A PHASE 3, MULTICENTER, RANDOMIZED, OPEN-LABEL STUDY OF AVELUMAB (MSB0010718C) ALONE OR IN COMBINATION WITH PEGYLATED LIPOSOMAL DOXORUBICIN VERSUS PEGYLATED LIPOSOMAL DOXORUBICIN ALONE IN PATIENTS WITH PLATINUM-RESISTANT/REFRACTORY OVARIAN CANCER",A Study Of Avelumab Alone Or In Combination With Pegylated Liposomal Doxorubicin Versus Pegylated Liposomal Doxorubicin Alone In Patients With Platinum Resistant/Refractory Ovarian Cancer (JAVELIN Ovarian 200),2,266,20,2,12,,,1076,54,832
NCT02581631,Phase 1/Phase 2,11/02/2016,Actual,nivolumab,A Phase I/ II Study to Evaluate the Safety and Preliminary Efficacy of Nivolumab in Combination With Brentuximab Vedotin in Subjects With Relapsed Refractory Non Hodgkin Lymphomas With CD30 Expression (CheckMate 436: CHECKpoint Pathway and Nivolumab Clinical Trial Evaluation 436),An Investigational Immuno-therapy Safety and Effectiveness Study of Nivolumab in Combination With Brentuximab Vedotin to Treat Non-Hodgkin Lymphomas,0,8,26,0,8,,0,116,168,250
NCT02581982,Phase 2,06/04/2016,Actual,pembrolizumab,Single-Arm Phase II Combination Study of Low-Dose Paclitaxel With Pembrolizumab in Platinum-Refractory Urothelial Carcinoma,Paclitaxel and Pembrolizumab in Treating Patients With Refractory Metastatic Urothelial Cancer,0,0,3,0,0,,0,26,4,21
NCT02584829,Phase 1/Phase 2,06/11/2015,Actual,avelumab,Study to Evaluate Cellular Adoptive Immunotherapy Using Polyclonal Autologous CD8+ Antigen-Specific T Cells for Metastatic Merkel Cell Carcinoma in Combination With MHC Class I Up-Regulation and the Anti-PD-L1 Antibody Avelumab,Localized Radiation Therapy or Recombinant Interferon Beta and Avelumab With or Without Cellular Adoptive Immunotherapy in Treating Patients With Metastatic Merkel Cell Carcinoma,0,0,0,0,0,,0,16,0,16
NCT02587650,Phase 2,26/03/2015,Actual,regorafenib,A Phase II Trial of Targeted Kinase Fusion Inhibition in Unresectable Stage III/IV BRAF/NRAS Wild-Type Melanoma,"Capmatinib, Ceritinib, Regorafenib, or Entrectinib in Treating Patients With BRAF/NRAS Wild-Type Stage III-IV Melanoma",0,0,0,0,0,,0,1,0,1
NCT02589496,Phase 2,26/03/2016,Actual,pembrolizumab,Phase II Study of Pembrolizumab in Subjects With Advanced Gastric or Gastroesophageal Junction Adenocarcinoma Who Progressed After First-Line Therapy With Platinum and Fluoropyrimidine: Integration of Molecular Subtypes Through Integrative Genomic Analysis,Study of Pembrolizumab in Subjects With Advanced Gastric or Gastroesophageal Junction Adenocarcinoma Who Progressed After First-Line Therapy With Platinum and Fluoropyrimidine: Integration of Molecular Subtypes Through Integrative Genomic Analysis,0,61,0,0,0,,0,61,0,0
NCT02591615,Phase 2,31/03/2016,Actual,mk-3475,Randomized Phase II Trial Evaluating the Optimal Sequencing of PD-1 Inhibition With Pembrolizumab (MK-3475) and Standard Platinum-based Chemotherapy in Patients With Chemotherapy Naive Stage IV Non-small Cell Lung Cancer,Optimal Sequencing of Pembrolizumab (MK-3475) and Standard Platinum-based Chemotherapy in First-Line NSCLC,0,0,16,4,0,,0,182,4,158
NCT02592551,Phase 2,11/05/2016,Actual,medi4736,Window Of Opportunity Phase II Study Of MEDI4736 Or MEDI4736 + Tremelimumab In Surgically Resectable Malignant Pleural Mesothelioma,MEDI4736 Or MEDI4736 + Tremelimumab In Surgically Resectable Malignant Pleural Mesothelioma,0,2,0,0,6,,0,42,4,42
NCT02593786,Phase 1/Phase 2,07/01/2016,Actual,nivolumab,"A Phase 1/2, Open-Label Study of Nivolumab (BMS-936558) in Chinese Subjects With Previously Treated Advanced or Recurrent Solid Tumors (CheckMate 077: CHECKpoint Pathway and nivoluMAb Clinical Trial Evaluation 077)","A Study of Safety, Tolerability and Pharmacokinetics of Nivolumab in Chinese Subjects With Previously Treated Advanced or Recurrent Solid Tumors",0,116,0,0,,,0,,0,0
NCT02596035,Phase 4,08/01/2016,Actual,nivolumab,A Phase 3b/4 Safety Trial of Nivolumab (BMS-936558) in Subjects With Advanced or Metastatic Renal Cell Carcinoma (CheckMate 374: CHECKpoint Pathway and Nivolumab Clinical Trial Evaluation 374),An Investigational Immuno-therapy Safety Trial of Nivolumab in Patients With Advanced or Metastatic Renal Cell Carcinoma,0,0,26,0,32,,0,250,10,250
NCT02596971,Phase 1/Phase 2,22/12/2015,Actual,atezolizumab,A Phase IB/II Study Evaluating the Safety and Efficacy of Atezolizumab in Combination With Either Obinutuzumab Plus Bendamustine or Obinutuzumab Plus CHOP in Patients With Follicular Lymphoma or Rituximab Plus CHOP in Patients With Diffuse Large B-Cell Lymphoma,"A Study of Atezolizumab in Combination With Either Obinutuzumab Plus Bendamustine or Obinutuzumab Plus (+) Cyclophosphamide, Doxorubicin, Vincristine, and Prednisone (CHOP) in Participants With Follicular Lymphoma (FL) or Rituximab + CHOP in Participants With Diffuse Large B-Cell Lymphoma (DLBCL)",0,8,0,0,10,,0,160,20,166
NCT02598960,Phase 1/Phase 2,14/10/2015,Actual,nivolumab,"A Phase 1/2a Dose Escalation and Cohort Expansion Study for Safety, Tolerability, and Efficacy of BMS-986156 Administered Alone and in Combination With Nivolumab (BMS-936558, Anti PD-1 Monoclonal Antibody) in Advanced Solid Tumors","An Investigational Immuno-therapy Study of Experimental Medication BMS-986156, Given by Itself or in Combination With Nivolumab in Patients With Solid Cancers or Cancers That Have Spread.",0,48,6,0,8,,0,202,380,524
NCT02599324,Phase 1/Phase 2,01/12/2015,Actual,pembrolizumab,A Phase 1b/2 Study of Ibrutinib Combination Therapy in Selected Advanced Gastrointestinal and Genitourinary Tumors,Study to Evaluate Ibrutinib Combination Therapy in Patients With Selected Gastrointestinal and Genitourinary Tumors,2,138,8,0,36,,0,486,4,374
